" Spectrum" ," Sample" ," User" ," Live time" ," Real time" ," Excitation" ," Throughput" ," Mg-Ka Chi2" ," Mg-Ka Area" ," Mg-Ka AreaStd" ," Mg-Ka cps" ," Mg-Ka cpsStd" ," Al-Ka Chi2" ," Al-Ka Area" ," Al-Ka AreaStd" ," Al-Ka cps" ," Al-Ka cpsStd" ," Si-Ka Chi2" ," Si-Ka Area" ," Si-Ka AreaStd" ," Si-Ka cps" ," Si-Ka cpsStd" ," P -Ka Chi2" ," P -Ka Area" ," P -Ka AreaStd" ," P -Ka cps" ," P -Ka cpsStd" ," S -Ka Chi2" ," S -Ka Area" ," S -Ka AreaStd" ," S -Ka cps" ," S -Ka cpsStd" ," Cl-Ka Chi2" ," Cl-Ka Area" ," Cl-Ka AreaStd" ," Cl-Ka cps" ," Cl-Ka cpsStd" ," Ar-Ka Chi2" ," Ar-Ka Area" ," Ar-Ka AreaStd" ," Ar-Ka cps" ," Ar-Ka cpsStd" ," K -Ka Chi2" ," K -Ka Area" ," K -Ka AreaStd" ," K -Ka cps" ," K -Ka cpsStd" ," Ca-Ka Chi2" ," Ca-Ka Area" ," Ca-Ka AreaStd" ," Ca-Ka cps" ," Ca-Ka cpsStd" ," Ti-Ka Chi2" ," Ti-Ka Area" ," Ti-Ka AreaStd" ," Ti-Ka cps" ," Ti-Ka cpsStd" ," V -Ka Chi2" ," V -Ka Area" ," V -Ka AreaStd" ," V -Ka cps" ," V -Ka cpsStd" ," Cr-Ka Chi2" ," Cr-Ka Area" ," Cr-Ka AreaStd" ," Cr-Ka cps" ," Cr-Ka cpsStd" ," Mn-Ka Chi2" ," Mn-Ka Area" ," Mn-Ka AreaStd" ," Mn-Ka cps" ," Mn-Ka cpsStd" ," Fe-Ka Chi2" ," Fe-Ka Area" ," Fe-Ka AreaStd" ," Fe-Ka cps" ," Fe-Ka cpsStd" ," Co-Ka Chi2" ," Co-Ka Area" ," Co-Ka AreaStd" ," Co-Ka cps" ," Co-Ka cpsStd" ," Ni-Ka Chi2" ," Ni-Ka Area" ," Ni-Ka AreaStd" ," Ni-Ka cps" ," Ni-Ka cpsStd" ," Cu-Ka Chi2" ," Cu-Ka Area" ," Cu-Ka AreaStd" ," Cu-Ka cps" ," Cu-Ka cpsStd" ," Rh-La-Inc Chi2" ," Rh-La-Inc Area" ," Rh-La-Inc AreaStd" ," Rh-La-Inc cps" ," Rh-La-Inc cpsStd" ," Rh-La-Coh Chi2" ," Rh-La-Coh Area" ," Rh-La-Coh AreaStd" ," Rh-La-Coh cps" ," Rh-La-Coh cpsStd" ," Ba-La Chi2" ," Ba-La Area" ," Ba-La AreaStd" ," Ba-La cps" ," Ba-La cpsStd" 
MI18-L8-B!0!0!   2.0!2019-04-17!09-54-42!15!10!1500!2.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,   2.0,2.0,15,18,XRay Tube Generator,8.51E+04,0.9,192,31,12.8,2.0,0.3,1806,53,120.4,3.5,2.8,38467,200,2564.44,13.36,1.1,372,60,24.8,4.0,2.2,8564,128,571.0,8.6,1.7,5208,185,347.22,12.32,1.7,7502,185,500.10,12.33,9.4,4004,151,266.92,10.04,1.3,35275,248,2351.66,16.51,2.3,1839,219,122.61,14.59,1.0,826,232,55.07,15.47,2.0,-1451,250,-96.72,16.68,1.7,1376,270,91.71,17.99,1.6,25075,333,1671.68,22.21,3.1,3156,302,210.40,20.15,2.1,2485,299,165.65,19.94,2.0,2711,287,180.70,19.12,2.2,-3509,275,-233.93,18.31,1.2,70401,297,4693.41,19.82,2.3,982,166,65.44,11.07
MI18-L8-B!0!0!   4.0!2019-04-17!09-55-12!15!10!1500!4.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,   4.0,4.0,15,19,XRay Tube Generator,1.09E+05,0.4,209,34,13.9,2.3,1.1,2830,64,188.7,4.3,4.1,72624,272,4841.57,18.13,1.7,1180,74,78.6,4.9,3.1,11093,162,739.55,10.82,0.8,3962,271,264.13,18.07,2.4,5430,380,362.02,25.34,9.7,19026,223,1268.42,14.85,0.7,14871,201,991.42,13.42,1.5,7663,294,510.87,19.58,0.7,1367,235,91.14,15.69,0.9,1072,235,71.48,15.67,0.8,4479,258,298.61,17.19,5.1,437361,716,29157.37,47.75,18.8,6433,289,428.90,19.29,0.5,459,244,30.58,16.27,2.0,1072,244,71.44,16.28,2.5,-2511,490,-167.40,32.65,1.5,85217,386,5681.11,25.72,1.3,1126,226,75.06,15.07
MI18-L8-B!0!0!   6.0!2019-04-17!09-55-42!15!10!1500!6.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,   6.0,6.0,15,19,XRay Tube Generator,1.08E+05,1.6,155,34,10.3,2.3,0.6,3433,69,228.9,4.6,7.9,91498,304,6099.86,20.25,0.7,544,58,36.2,3.9,2.2,11220,137,748.0,9.1,2.4,3162,184,210.79,12.24,2.4,5974,189,398.26,12.59,11.6,22136,205,1475.72,13.67,0.8,16003,199,1066.83,13.24,0.7,9261,212,617.41,14.12,0.6,1208,207,80.54,13.81,0.3,1682,220,112.16,14.65,0.5,5912,243,394.16,16.20,5.4,523955,743,34930.32,49.54,22.4,6985,266,465.66,17.75,0.4,629,215,41.96,14.36,2.5,981,208,65.43,13.87,2.2,-186,164,-12.37,10.93,1.9,81098,314,5406.55,20.91,0.7,1015,153,67.67,10.18
MI18-L8-B!0!0!   8.0!2019-04-17!09-56-12!15!10!1500!8.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,   8.0,8.0,15,19,XRay Tube Generator,1.16E+05,1.0,233,34,15.5,2.3,1.6,3489,70,232.6,4.7,5.8,82645,290,5509.64,19.32,1.7,566,61,37.7,4.1,2.6,9913,133,660.9,8.9,2.4,3162,218,210.77,14.51,3.3,4673,298,311.52,19.85,10.7,21663,205,1444.19,13.66,0.7,17349,202,1156.63,13.45,0.9,8627,283,575.14,18.86,0.3,915,224,61.01,14.93,0.8,1288,224,85.90,14.94,0.5,6372,248,424.78,16.56,7.7,630321,820,42021.41,54.68,31.5,7741,276,516.06,18.41,0.4,477,213,31.80,14.19,1.0,1057,216,70.45,14.43,0.0,-218,1,-14.538,0.037,1.7,82429,357,5495.24,23.77,0.7,1239,216,82.60,14.37
MI18-L8-B!0!0!  10.0!2019-04-17!09-56-42!15!10!1500!10.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  10.0,10.0,15,19,XRay Tube Generator,1.03E+05,0.8,257,34,17.1,2.3,0.4,3807,72,253.8,4.8,7.9,82981,290,5532.07,19.35,2.4,483,59,32.2,3.9,2.0,10767,138,717.8,9.2,2.0,3201,218,213.39,14.52,1.2,3926,293,261.75,19.55,11.3,28046,221,1869.73,14.72,0.5,19250,207,1283.36,13.82,1.2,11779,287,785.29,19.14,0.6,1346,222,89.71,14.83,0.3,1499,220,99.90,14.69,0.3,5856,243,390.37,16.20,4.5,459448,717,30629.88,47.78,22.7,6357,265,423.83,17.69,0.6,588,215,39.19,14.36,2.2,1199,218,79.96,14.53,0.0,-200,1,-13.366,0.037,2.1,81891,356,5459.43,23.72,0.9,1138,214,75.85,14.28
MI18-L8-B!0!0!  12.0!2019-04-17!09-57-14!15!10!1500!12.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  12.0,12.0,15,18,XRay Tube Generator,9.34E+04,0.5,212,33,14.1,2.2,1.2,3749,70,249.9,4.7,6.7,92391,305,6159.38,20.32,1.7,454,58,30.3,3.9,1.5,14203,149,946.9,9.9,1.1,2767,203,184.48,13.55,2.4,4281,255,285.41,17.01,12.4,21861,202,1457.37,13.49,0.7,16783,197,1118.86,13.14,1.6,9358,262,623.87,17.46,1.3,1013,214,67.51,14.24,0.7,1024,215,68.27,14.36,0.7,5441,237,362.74,15.83,3.5,357109,641,23807.24,42.72,18.0,5281,255,352.09,17.00,0.3,668,215,44.57,14.36,2.2,1057,218,70.49,14.55,0.0,-78,1,-5.228,0.037,1.9,78087,338,5205.83,22.56,1.7,1203,196,80.19,13.07
MI18-L8-B!0!0!  14.0!2019-04-17!09-57-44!15!10!1500!14.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  14.0,14.0,15,18,XRay Tube Generator,9.19E+04,1.1,241,34,16.1,2.2,0.8,4054,72,270.2,4.8,6.9,88652,298,5910.12,19.90,0.5,483,57,32.2,3.8,2.5,11460,139,764.0,9.3,2.6,2947,186,196.45,12.42,1.8,3369,193,224.62,12.86,9.1,23409,207,1560.58,13.77,0.3,17991,201,1199.40,13.40,0.7,10603,221,706.87,14.76,0.8,633,203,42.22,13.52,0.6,760,212,50.69,14.16,0.5,4969,236,331.24,15.75,2.7,351223,631,23414.86,42.09,11.6,4052,254,270.16,16.94,0.7,-832,216,-55.45,14.37,1.0,261,209,17.37,13.90,2.0,17145,779,1142.99,51.92,2.7,76401,313,5093.37,20.88,0.5,581,161,38.76,10.76
MI18-L8-B!0!0!  16.0!2019-04-17!09-58-14!15!10!1500!16.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  16.0,16.0,15,18,XRay Tube Generator,8.83E+04,0.4,223,33,14.9,2.2,1.4,2897,64,193.2,4.2,7.1,69534,266,4635.59,17.70,1.0,665,59,44.4,3.9,2.9,8406,126,560.4,8.4,2.0,2732,212,182.15,14.14,2.0,3840,289,255.98,19.27,8.7,19304,197,1286.94,13.11,0.7,17013,197,1134.21,13.16,1.3,8768,274,584.52,18.26,0.7,1320,214,87.99,14.28,0.8,1539,213,102.61,14.21,0.4,6171,235,411.40,15.66,3.6,340570,631,22704.68,42.04,19.1,5047,250,336.49,16.68,0.7,480,211,31.99,14.04,1.2,796,210,53.10,14.03,0.0,33,1,2.179,0.037,2.8,77015,346,5134.35,23.07,1.2,1351,208,90.04,13.84
MI18-L8-B!0!0!  18.0!2019-04-17!09-58-43!15!10!1500!18.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  18.0,18.0,15,18,XRay Tube Generator,7.76E+04,0.5,210,31,14.0,2.1,0.6,1576,50,105.1,3.3,4.4,42221,208,2814.72,13.89,0.8,333,53,22.2,3.5,0.3,7150,155,476.64,10.35,1.9,34884,330,2325.62,21.99,2.2,4306,280,287.04,18.64,7.5,11437,170,762.46,11.33,0.7,12782,182,852.12,12.10,1.0,5828,256,388.54,17.09,1.0,847,204,56.49,13.63,0.9,1046,206,69.70,13.75,0.6,4912,224,327.48,14.95,2.4,253716,558,16914.37,37.18,13.7,3952,238,263.45,15.89,0.7,639,206,42.57,13.76,0.6,1181,201,78.72,13.37,2.8,-900,124,-60.0,8.2,3.6,74116,379,4941.08,25.28,0.9,835,197,55.65,13.15
MI18-L8-B!0!0!  20.0!2019-04-17!09-59-15!15!10!1500!20.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  20.0,20.0,15,18,XRay Tube Generator,8.62E+04,0.5,254,32,16.9,2.1,1.4,2414,59,160.9,3.9,5.5,60498,248,4033.21,16.54,0.4,896,69,59.7,4.6,3.0,7723,145,514.8,9.7,2.6,29603,335,1973.55,22.36,1.8,4008,353,267.18,23.51,7.4,15628,224,1041.88,14.94,0.7,15522,197,1034.80,13.13,1.3,7011,269,467.40,17.94,0.9,1161,214,77.37,14.24,0.8,1099,213,73.28,14.19,0.7,6834,236,455.61,15.73,3.1,299057,600,19937.17,39.97,16.9,4845,250,323.02,16.66,0.4,531,212,35.37,14.15,1.6,1215,209,80.98,13.96,3.1,-2806,467,-187.09,31.12,5.0,78191,404,5212.75,26.96,1.3,877,206,58.46,13.74
MI18-L8-B!0!0!  22.0!2019-04-17!09-59-42!15!10!1500!22.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  22.0,22.0,15,17,XRay Tube Generator,6.70E+04,0.3,194,30,12.9,2.0,3.0,1771,50,118.0,3.3,5.1,55571,237,3704.76,15.80,1.4,475,54,31.6,3.6,1.7,8398,123,559.8,8.2,1.2,2713,200,180.87,13.33,1.3,6687,273,445.78,18.22,5.7,8460,153,564.03,10.19,1.2,11986,171,799.08,11.39,2.3,3972,241,264.78,16.10,1.2,956,195,63.76,12.99,0.5,1326,196,88.43,13.05,0.5,4804,214,320.25,14.24,1.2,198265,502,13217.66,33.50,9.3,3537,226,235.80,15.05,0.5,846,198,56.39,13.21,1.1,1164,196,77.57,13.08,0.0,-43,1,-2.877,0.037,1.4,67303,323,4486.87,21.52,1.7,1033,188,68.84,12.52
MI18-L8-B!0!0!  24.0!2019-04-17!10-00-09!15!10!1500!24.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  24.0,24.0,15,17,XRay Tube Generator,6.73E+04,0.5,181,30,12.1,2.0,0.7,1233,45,82.2,3.0,5.9,41920,207,2794.70,13.82,1.8,325,52,21.7,3.4,1.0,7803,121,520.2,8.1,1.0,2504,207,166.91,13.80,1.7,7576,286,505.04,19.07,6.0,6839,149,456.0,9.9,0.5,9966,166,664.40,11.04,1.3,3377,242,225.14,16.13,0.6,1064,196,70.95,13.09,0.9,992,196,66.13,13.10,0.5,5847,218,389.78,14.51,2.2,212883,517,14192.20,34.46,10.5,3841,227,256.03,15.13,0.7,1021,199,68.05,13.24,1.4,1014,194,67.60,12.92,0.0,692,1,46.165,0.037,2.9,67788,328,4519.23,21.87,1.1,1155,190,77.00,12.64
MI18-L8-B!0!0!  26.0!2019-04-17!10-00-39!15!10!1500!26.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  26.0,26.0,15,18,XRay Tube Generator,8.21E+04,0.6,132,30,8.8,2.0,1.3,2005,58,133.7,3.9,4.6,62891,261,4192.74,17.40,2.3,330,55,22.0,3.7,4.5,10472,132,698.1,8.8,1.6,3263,187,217.56,12.47,2.7,3997,195,266.45,12.99,10.6,13373,179,891.51,11.93,1.6,13748,189,916.56,12.59,1.5,6958,214,463.84,14.30,0.6,1081,203,72.04,13.56,0.6,1542,214,102.79,14.29,0.5,8277,243,551.82,16.19,2.3,243544,544,16236.28,36.23,12.3,4820,249,321.34,16.62,1.3,1150,219,76.64,14.57,0.9,1535,212,102.36,14.12,1.6,650,93,43.3,6.2,2.4,79466,318,5297.77,21.17,1.4,879,158,58.57,10.54
MI18-L8-B!0!0!  28.0!2019-04-17!10-01-09!15!10!1500!28.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  28.0,28.0,15,18,XRay Tube Generator,9.18E+04,1.6,203,31,13.5,2.1,1.0,2581,61,172.1,4.0,6.8,73974,274,4931.61,18.24,0.7,550,54,36.7,3.6,3.1,10690,133,712.7,8.9,0.7,2888,184,192.55,12.29,2.9,4671,186,311.38,12.41,9.2,18235,196,1215.70,13.09,0.9,16345,201,1089.64,13.40,0.7,8740,212,582.66,14.14,0.3,1121,206,74.74,13.75,0.7,1103,218,73.52,14.51,0.9,11192,254,746.11,16.96,2.9,303258,592,20217.23,39.50,16.0,5573,258,371.51,17.19,0.5,935,223,62.35,14.85,1.6,1271,214,84.72,14.24,3.0,-1131,558,-75.41,37.22,1.2,85530,321,5702.01,21.39,0.5,1029,153,68.59,10.22
MI18-L8-B!0!0!  30.0!2019-04-17!10-01-39!15!10!1500!30.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  30.0,30.0,15,19,XRay Tube Generator,1.06E+05,0.9,173,32,11.6,2.1,1.6,2617,62,174.5,4.1,6.0,77221,279,5148.08,18.62,1.1,657,56,43.8,3.8,5.4,10600,134,706.7,8.9,2.1,3343,187,222.90,12.48,1.1,2928,186,195.22,12.37,9.0,17366,194,1157.75,12.95,0.5,17084,203,1138.90,13.54,1.2,8249,213,549.93,14.17,0.8,734,208,48.95,13.87,0.8,1419,221,94.63,14.75,0.6,17950,272,1196.64,18.13,5.9,463029,708,30868.57,47.19,22.5,7031,269,468.72,17.96,0.3,880,222,58.67,14.77,1.9,1342,212,89.49,14.16,2.0,-15,284,-0.97,18.94,3.3,87684,324,5845.57,21.62,1.5,825,154,55.02,10.28
MI18-L8-B!0!0!  32.0!2019-04-17!10-02-09!15!10!1500!32.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  32.0,32.0,15,19,XRay Tube Generator,1.13E+05,1.4,145,34,9.6,2.3,1.0,2105,59,140.4,4.0,6.6,74838,276,4989.23,18.40,1.1,588,59,39.2,3.9,3.4,9756,132,650.4,8.8,2.6,3939,192,262.60,12.83,1.9,3677,188,245.14,12.52,11.8,15211,189,1014.08,12.62,1.1,17649,206,1176.59,13.76,0.6,6761,211,450.74,14.05,0.3,730,210,48.65,13.98,1.0,1362,224,90.83,14.96,0.8,33634,304,2242.30,20.30,4.5,525410,749,35027.36,49.94,24.2,7366,274,491.05,18.26,0.5,1012,221,67.44,14.74,1.1,1315,214,87.65,14.25,3.8,-107,437,-7.11,29.14,1.6,94075,334,6271.66,22.29,1.0,810,155,54.01,10.30
MI18-L8-B!0!0!  34.0!2019-04-17!10-02-39!15!10!1500!34.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  34.0,34.0,15,20,XRay Tube Generator,1.28E+05,1.4,95,34,6.3,2.3,0.4,1582,53,105.4,3.6,4.1,50422,228,3361.45,15.18,1.5,636,58,42.4,3.8,6.5,8275,127,551.6,8.5,1.1,3463,197,230.85,13.14,2.3,3396,194,226.41,12.91,9.9,10756,180,717.04,11.99,1.0,17422,208,1161.46,13.86,0.8,5772,214,384.82,14.25,1.0,799,216,53.28,14.43,0.5,1102,231,73.45,15.40,0.8,38188,319,2545.89,21.25,7.8,709380,857,47292.00,57.10,37.5,9497,289,633.13,19.25,0.6,221,220,14.71,14.67,1.4,1219,212,81.30,14.17,0.0,75,1,4.989,0.037,1.5,98740,343,6582.67,22.86,1.0,944,158,62.91,10.54
MI18-L8-B!0!0!  36.0!2019-04-17!10-03-09!15!10!1500!36.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  36.0,36.0,15,20,XRay Tube Generator,1.41E+05,0.3,95,33,6.3,2.2,0.6,1722,55,114.8,3.6,8.1,54599,237,3639.94,15.79,0.5,695,59,46.3,3.9,4.0,8681,131,578.7,8.7,2.1,3839,251,255.92,16.76,1.7,3031,318,202.06,21.22,8.8,11456,183,763.72,12.23,1.0,16223,206,1081.52,13.71,0.9,5957,292,397.13,19.48,0.5,737,234,49.15,15.57,0.8,1409,234,93.92,15.62,0.8,20626,290,1375.05,19.32,11.1,880476,957,58698.40,63.78,43.7,11103,302,740.17,20.16,0.7,739,217,49.25,14.50,1.3,1401,215,93.43,14.32,0.0,-471,1,-31.428,0.037,3.1,100588,399,6705.89,26.63,1.1,991,227,66.04,15.16
MI18-L8-B!0!0!  38.0!2019-04-17!10-03-39!15!10!1500!38.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  38.0,38.0,15,20,XRay Tube Generator,1.28E+05,0.5,232,34,15.4,2.3,0.6,2792,63,186.1,4.2,6.8,64204,255,4280.25,17.01,1.9,759,60,50.6,4.0,4.8,9659,134,644.0,8.9,3.2,3168,242,211.17,16.14,1.0,2395,314,159.65,20.91,12.5,23259,212,1550.59,14.14,1.5,19207,211,1280.47,14.08,0.5,12139,303,809.25,20.17,0.6,463,231,30.84,15.38,0.4,1397,229,93.15,15.28,0.7,11400,266,760.02,17.73,9.3,725713,877,48380.83,58.47,40.0,9974,292,664.90,19.47,0.4,754,218,50.27,14.56,1.9,1320,216,87.99,14.40,0.0,1152,1,76.788,0.037,3.9,98555,393,6570.34,26.20,1.2,895,227,59.69,15.11
MI18-L8-B!0!0!  40.0!2019-04-17!10-04-09!15!10!1500!40.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  40.0,40.0,15,19,XRay Tube Generator,1.15E+05,0.6,313,35,20.8,2.4,0.9,4285,76,285.6,5.1,8.8,79490,284,5299.31,18.96,0.8,1441,67,96.1,4.4,2.8,11345,140,756.3,9.3,1.8,3680,231,245.31,15.38,0.9,2607,302,173.82,20.10,13.8,43510,256,2900.68,17.08,1.6,24978,226,1665.21,15.07,1.1,20419,314,1361.30,20.95,0.4,1226,230,81.73,15.32,0.5,1372,223,91.44,14.87,0.4,8937,253,595.82,16.84,6.8,542948,770,36196.54,51.36,31.0,8222,276,548.11,18.39,0.2,570,218,38.00,14.51,1.3,1253,218,83.54,14.53,0.0,-149,1,-9.939,0.037,2.5,93351,379,6223.41,25.27,1.3,1041,225,69.39,14.97
MI18-L8-B!0!0!  42.0!2019-04-17!10-04-40!15!10!1500!42.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  42.0,42.0,15,19,XRay Tube Generator,1.10E+05,0.5,192,33,12.8,2.2,1.4,2944,66,196.2,4.4,7.9,68831,265,4588.73,17.67,0.8,1217,63,81.1,4.2,2.7,9946,134,663.1,8.9,1.7,3522,234,234.83,15.58,0.9,2795,306,186.30,20.38,7.7,27657,222,1843.80,14.79,1.4,20267,213,1351.12,14.20,0.9,13369,301,891.29,20.04,0.5,690,227,46.03,15.14,0.9,1487,224,99.13,14.91,0.6,6705,249,447.01,16.63,6.4,509611,752,33974.04,50.15,34.0,7480,276,498.65,18.39,0.6,351,220,23.39,14.66,1.7,744,217,49.58,14.48,0.0,153,1,10.191,0.037,3.0,95155,383,6343.70,25.53,1.3,1210,223,80.64,14.87
MI18-L8-B!0!0!  44.0!2019-04-17!10-05-12!15!10!1500!44.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  44.0,44.0,15,19,XRay Tube Generator,1.03E+05,0.1,141,34,9.4,2.3,2.3,2578,62,171.9,4.1,4.3,71671,270,4778.06,17.98,0.9,1304,66,86.9,4.4,3.9,10563,136,704.2,9.1,1.7,3283,195,218.86,12.97,1.6,2338,189,155.84,12.58,8.6,17203,195,1146.88,13.00,1.1,15771,201,1051.41,13.39,0.9,7938,214,529.20,14.27,0.9,498,208,33.18,13.86,0.6,1298,220,86.57,14.69,0.4,6034,247,402.24,16.46,4.1,426734,684,28448.96,45.63,20.3,6711,270,447.41,18.01,0.2,614,225,40.90,15.01,1.3,1238,216,82.56,14.37,0.0,185,1,12.343,0.037,2.2,96598,339,6439.88,22.61,1.3,1311,156,87.40,10.37
MI18-L8-B!0!0!  46.0!2019-04-17!10-05-42!15!10!1500!46.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  46.0,46.0,15,19,XRay Tube Generator,1.09E+05,0.7,238,34,15.8,2.3,0.5,2590,62,172.6,4.2,5.2,71401,270,4760.07,17.98,1.5,979,61,65.3,4.1,5.8,10877,139,725.1,9.2,2.1,3658,240,243.87,15.98,1.7,1618,307,107.86,20.49,11.4,19398,203,1293.22,13.51,1.5,17019,206,1134.63,13.72,0.7,9432,292,628.83,19.49,0.5,793,226,52.89,15.08,0.9,1308,225,87.20,14.99,0.3,5574,249,371.60,16.58,6.0,491649,743,32776.63,49.54,30.2,7682,280,512.13,18.64,1.1,364,225,24.26,14.99,1.1,905,221,60.31,14.75,0.0,-190,1,-12.655,0.037,3.5,100414,393,6694.25,26.21,0.6,1163,222,77.51,14.80
MI18-L8-B!0!0!  48.0!2019-04-17!10-06-12!15!10!1500!48.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  48.0,48.0,15,19,XRay Tube Generator,1.11E+05,0.3,162,34,10.8,2.2,1.0,2330,61,155.3,4.1,7.8,68162,264,4544.16,17.58,2.0,941,62,62.8,4.1,5.5,11986,143,799.1,9.6,2.5,3527,243,235.15,16.20,2.7,1695,310,113.01,20.68,11.4,19969,205,1331.28,13.65,0.7,17072,207,1138.13,13.77,0.6,10930,298,728.69,19.84,0.7,672,228,44.79,15.19,0.9,1484,227,98.95,15.11,0.3,5033,248,335.54,16.56,5.9,509619,754,33974.63,50.25,32.9,8241,280,549.43,18.67,0.6,1030,224,68.68,14.91,1.5,985,220,65.67,14.69,0.0,-345,1,-23.023,0.037,3.8,100741,396,6716.10,26.39,0.9,1014,224,67.63,14.93
MI18-L8-B!0!0!  50.0!2019-04-17!10-06-42!15!10!1500!50.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  50.0,50.0,15,20,XRay Tube Generator,1.29E+05,1.0,131,33,8.7,2.2,0.5,1995,56,133.0,3.8,2.5,64261,256,4284.06,17.08,1.4,1586,68,105.7,4.5,4.6,13222,147,881.5,9.8,0.9,3985,286,265.65,19.05,2.4,-872,345,-58.12,22.98,11.2,14752,190,983.48,12.68,1.8,16818,204,1121.22,13.62,0.7,8826,275,588.41,18.33,0.9,892,226,59.49,15.08,0.9,1642,229,109.46,15.24,0.9,5464,253,364.27,16.87,9.4,738356,880,49223.72,58.69,47.9,10288,293,685.83,19.52,0.7,777,220,51.77,14.64,1.1,1359,217,90.60,14.45,0.9,8088,609,539.18,40.57,1.1,93590,632,6239.36,42.15,0.6,1360,208,90.67,13.86
MI18-L8-B!0!0!  52.0!2019-04-17!10-07-12!15!10!1500!52.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  52.0,52.0,15,19,XRay Tube Generator,1.12E+05,0.6,205,34,13.7,2.3,0.8,1883,55,125.6,3.7,6.3,62092,252,4139.46,16.79,1.6,1678,68,111.9,4.5,2.0,12549,144,836.6,9.6,2.1,3679,242,245.25,16.12,1.7,2071,310,138.08,20.68,11.0,13865,188,924.30,12.56,0.8,16104,204,1073.58,13.59,0.7,7012,289,467.47,19.24,0.9,745,228,49.68,15.19,1.1,1110,228,73.99,15.18,0.4,4402,249,293.45,16.60,5.9,534145,770,35609.64,51.34,29.4,7773,282,518.20,18.83,0.4,564,224,37.58,14.94,1.2,1101,221,73.38,14.72,0.0,1554,1,103.589,0.037,2.3,97369,390,6491.29,26.01,1.0,803,222,53.55,14.82
MI18-L8-B!0!0!  54.0!2019-04-17!10-07-42!15!10!1500!54.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  54.0,54.0,15,19,XRay Tube Generator,1.01E+05,1.5,166,34,11.1,2.2,0.8,3029,66,201.9,4.4,5.9,79418,283,5294.56,18.89,1.2,1054,62,70.3,4.1,1.5,11619,141,774.6,9.4,1.0,3802,196,253.46,13.05,1.7,1500,185,100.03,12.36,12.2,24101,213,1606.74,14.19,1.1,18210,207,1214.01,13.83,1.1,10663,219,710.89,14.58,0.7,400,209,26.67,13.93,0.8,543,220,36.23,14.68,1.1,3225,241,214.98,16.06,3.0,382950,654,25529.98,43.59,15.7,4534,265,302.28,17.67,0.9,-1139,223,-75.91,14.89,1.0,32,214,2.13,14.24,2.2,17109,735,1140.59,48.98,2.2,96356,339,6423.71,22.59,1.6,327,157,21.83,10.44
MI18-L8-B!0!0!  56.0!2019-04-17!10-08-12!15!10!1500!56.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe,  56.0,56.0,15,19,XRay Tube Generator,1.10E+05,0.6,249,35,16.6,2.3,0.2,3018,66,201.2,4.4,8.8,77729,281,5181.94,18.73,2.7,1774,71,118.3,4.8,2.0,12934,148,862.3,9.9,1.8,3169,236,211.26,15.72,1.7,1662,306,110.79,20.43,10.4,23008,211,1533.88,14.08,1.0,19106,210,1273.76,13.98,1.1,10853,294,723.52,19.63,0.6,701,225,46.74,15.03,0.7,1683,224,112.22,14.96,0.7,5268,246,351.17,16.42,5.1,501211,747,33414.09,49.81,25.3,7457,276,497.12,18.40,0.4,270,221,17.99,14.71,1.5,959,219,63.92,14.63,0.0,1464,1,97.592,0.037,2.8,96836,387,6455.71,25.82,1.2,1225,222,81.65,14.78
