" Spectrum" ," Sample" ," User" ," Live time" ," Real time" ," Excitation" ," Throughput" ," Mg-Ka Chi2" ," Mg-Ka Area" ," Mg-Ka AreaStd" ," Mg-Ka cps" ," Mg-Ka cpsStd" ," Al-Ka Chi2" ," Al-Ka Area" ," Al-Ka AreaStd" ," Al-Ka cps" ," Al-Ka cpsStd" ," Si-Ka Chi2" ," Si-Ka Area" ," Si-Ka AreaStd" ," Si-Ka cps" ," Si-Ka cpsStd" ," P -Ka Chi2" ," P -Ka Area" ," P -Ka AreaStd" ," P -Ka cps" ," P -Ka cpsStd" ," S -Ka Chi2" ," S -Ka Area" ," S -Ka AreaStd" ," S -Ka cps" ," S -Ka cpsStd" ," Cl-Ka Chi2" ," Cl-Ka Area" ," Cl-Ka AreaStd" ," Cl-Ka cps" ," Cl-Ka cpsStd" ," Ar-Ka Chi2" ," Ar-Ka Area" ," Ar-Ka AreaStd" ," Ar-Ka cps" ," Ar-Ka cpsStd" ," K -Ka Chi2" ," K -Ka Area" ," K -Ka AreaStd" ," K -Ka cps" ," K -Ka cpsStd" ," Ca-Ka Chi2" ," Ca-Ka Area" ," Ca-Ka AreaStd" ," Ca-Ka cps" ," Ca-Ka cpsStd" ," Ti-Ka Chi2" ," Ti-Ka Area" ," Ti-Ka AreaStd" ," Ti-Ka cps" ," Ti-Ka cpsStd" ," V -Ka Chi2" ," V -Ka Area" ," V -Ka AreaStd" ," V -Ka cps" ," V -Ka cpsStd" ," Cr-Ka Chi2" ," Cr-Ka Area" ," Cr-Ka AreaStd" ," Cr-Ka cps" ," Cr-Ka cpsStd" ," Mn-Ka Chi2" ," Mn-Ka Area" ," Mn-Ka AreaStd" ," Mn-Ka cps" ," Mn-Ka cpsStd" ," Fe-Ka Chi2" ," Fe-Ka Area" ," Fe-Ka AreaStd" ," Fe-Ka cps" ," Fe-Ka cpsStd" ," Co-Ka Chi2" ," Co-Ka Area" ," Co-Ka AreaStd" ," Co-Ka cps" ," Co-Ka cpsStd" ," Ni-Ka Chi2" ," Ni-Ka Area" ," Ni-Ka AreaStd" ," Ni-Ka cps" ," Ni-Ka cpsStd" ," Cu-Ka Chi2" ," Cu-Ka Area" ," Cu-Ka AreaStd" ," Cu-Ka cps" ," Cu-Ka cpsStd" ," Rh-La-Inc Chi2" ," Rh-La-Inc Area" ," Rh-La-Inc AreaStd" ," Rh-La-Inc cps" ," Rh-La-Inc cpsStd" ," Rh-La-Coh Chi2" ," Rh-La-Coh Area" ," Rh-La-Coh AreaStd" ," Rh-La-Coh cps" ," Rh-La-Coh cpsStd" ," Ba-La Chi2" ," Ba-La Area" ," Ba-La AreaStd" ," Ba-La cps" ," Ba-La cpsStd" 
MI18-L8-B!0!0! 746.0!2019-04-17!13-01-14!15!10!1500!746.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 746.0,746.0,15,19,XRay Tube Generator,1.03E+05,1.1,278,39,18.5,2.6,1.3,6959,106,464.0,7.1,7.9,88074,316,5871.57,21.06,1.2,201,74,13.4,4.9,3.5,3963,115,264.2,7.7,4.1,4614,232,307.59,15.48,1.1,1130,270,75.32,17.97,13.4,75401,314,5026.76,20.97,2.9,33556,248,2237.03,16.54,1.3,30589,321,2039.27,21.38,0.5,1106,229,73.77,15.24,0.5,1428,220,95.19,14.64,1.2,5879,239,391.93,15.96,3.8,332905,624,22193.68,41.62,14.9,4844,257,322.96,17.12,0.3,355,218,23.68,14.55,1.5,939,217,62.61,14.46,4.6,640,143,42.7,9.5,4.4,106441,391,7096.05,26.06,2.6,2386,217,159.10,14.45
MI18-L8-B!0!0! 748.0!2019-04-17!13-01-43!15!10!1500!748.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 748.0,748.0,15,19,XRay Tube Generator,1.03E+05,0.3,235,35,15.6,2.4,1.5,5044,82,336.3,5.5,10.1,92884,307,6192.28,20.43,0.1,364,56,24.3,3.7,3.0,4963,114,330.9,7.6,1.4,4545,245,303.02,16.31,0.8,1572,310,104.80,20.68,10.3,35604,244,2373.58,16.26,1.1,23968,226,1597.87,15.10,0.3,17123,312,1141.50,20.82,0.2,722,233,48.14,15.50,0.3,1076,229,71.75,15.25,0.3,4676,247,311.76,16.46,3.3,339940,641,22662.64,42.71,19.9,5285,269,352.34,17.92,0.8,782,230,52.17,15.32,1.1,1115,229,74.33,15.24,0.0,1501,1,100.041,0.037,3.0,108007,405,7200.50,27.00,0.9,1458,228,97.21,15.20
MI18-L8-B!0!0! 750.0!2019-04-17!13-02-13!15!10!1500!750.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 750.0,750.0,15,19,XRay Tube Generator,1.07E+05,1.6,294,36,19.6,2.4,1.1,6230,89,415.3,5.9,9.1,98623,315,6574.84,21.01,1.7,557,58,37.1,3.9,4.4,5226,115,348.4,7.6,2.7,4117,206,274.45,13.71,2.0,320,192,21.34,12.81,11.5,41645,255,2776.35,16.98,0.5,27779,235,1851.91,15.66,1.0,19687,244,1312.49,16.29,0.8,1311,217,87.37,14.49,0.5,1349,224,89.91,14.95,0.5,5431,247,362.07,16.45,3.5,365345,642,24356.32,42.80,19.0,5987,267,399.17,17.82,0.4,986,228,65.72,15.22,2.0,1120,219,74.68,14.59,0.0,-1504,1,-100.254,0.037,3.7,112534,363,7502.29,24.19,1.0,1049,167,69.92,11.12
MI18-L8-B!0!0! 752.0!2019-04-17!13-02-43!15!10!1500!752.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 752.0,752.0,15,19,XRay Tube Generator,1.03E+05,2.1,297,34,19.8,2.3,0.8,4692,78,312.8,5.2,7.7,76870,279,5124.70,18.58,1.4,603,56,40.2,3.7,3.7,7219,126,481.3,8.4,4.8,3319,208,221.27,13.90,0.5,1471,195,98.10,12.98,15.9,36400,242,2426.65,16.16,1.1,23694,226,1579.60,15.08,0.9,17391,240,1159.43,16.03,0.6,1073,218,71.53,14.51,0.3,1340,226,89.36,15.09,0.6,4895,247,326.30,16.44,3.3,332803,618,22186.90,41.23,18.3,5502,267,366.80,17.79,0.3,786,231,52.41,15.38,1.6,1343,221,89.53,14.73,3.4,-609,3397,-40.589,226.446,3.1,113312,366,7554.13,24.41,1.4,1158,166,77.19,11.08
MI18-L8-B!0!0! 754.0!2019-04-17!13-03-12!15!10!1500!754.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 754.0,754.0,15,19,XRay Tube Generator,1.11E+05,0.6,309,38,20.6,2.5,1.6,8413,102,560.9,6.8,9.0,105478,327,7031.85,21.78,1.1,1524,69,101.6,4.6,4.5,6425,121,428.3,8.1,3.3,4723,245,314.88,16.36,1.3,580,314,38.68,20.93,13.0,54689,280,3645.91,18.65,1.6,26535,233,1769.00,15.51,0.7,24448,329,1629.84,21.95,1.2,1216,236,81.07,15.76,0.5,1800,229,120.02,15.29,0.6,5033,247,335.51,16.49,4.4,393413,678,26227.54,45.23,19.7,6383,272,425.56,18.10,0.5,929,225,61.95,15.03,1.3,1406,229,93.70,15.24,0.0,-1846,1,-123.097,0.037,4.6,111510,410,7433.99,27.36,0.9,1382,232,92.16,15.49
MI18-L8-B!0!0! 756.0!2019-04-17!13-03-42!15!10!1500!756.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 756.0,756.0,15,19,XRay Tube Generator,1.16E+05,0.6,530,38,35.3,2.6,2.9,11757,116,783.8,7.8,10.8,122582,351,8172.12,23.41,1.4,1364,70,90.9,4.7,5.8,7525,128,501.7,8.5,5.0,4504,248,300.27,16.56,1.8,-824,315,-54.92,21.03,13.7,73103,312,4873.52,20.79,1.2,29865,241,1991.01,16.09,1.1,28254,336,1883.58,22.42,0.7,1763,237,117.56,15.81,0.5,1789,226,119.23,15.06,0.3,5702,245,380.15,16.36,4.6,421227,696,28081.82,46.37,22.8,6927,271,461.80,18.08,0.4,780,223,52.01,14.87,1.9,1325,228,88.30,15.17,0.0,-2268,1,-151.227,0.037,3.7,116231,419,7748.72,27.94,1.7,2084,233,138.94,15.55
MI18-L8-B!0!0! 758.0!2019-04-17!13-04-12!15!10!1500!758.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 758.0,758.0,15,19,XRay Tube Generator,1.12E+05,0.3,370,38,24.6,2.6,2.3,12149,119,810.0,7.9,11.0,127935,359,8528.99,23.92,0.5,1035,65,69.0,4.3,2.1,6918,123,461.2,8.2,4.5,5046,242,336.43,16.14,1.4,76,310,5.06,20.66,16.2,80392,322,5359.47,21.48,1.9,35222,252,2348.15,16.77,1.2,32373,342,2158.22,22.83,0.2,1533,236,102.23,15.72,0.6,1877,224,125.16,14.95,0.5,4917,241,327.79,16.05,3.4,383795,668,25586.36,44.52,19.5,5824,264,388.30,17.60,0.3,692,221,46.15,14.72,2.2,1083,225,72.21,15.02,0.0,7336,1,489.096,0.037,3.7,108422,405,7228.14,27.02,1.4,2116,233,141.08,15.54
MI18-L8-B!0!0! 760.0!2019-04-17!13-04-43!15!10!1500!760.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 760.0,760.0,15,19,XRay Tube Generator,1.13E+05,0.4,458,39,30.5,2.6,2.2,10831,113,722.1,7.5,9.9,120339,348,8022.58,23.20,1.2,1122,67,74.8,4.5,2.0,6650,123,443.3,8.2,4.0,4658,246,310.51,16.42,3.6,-1185,310,-78.97,20.64,18.8,76004,317,5066.93,21.12,1.9,40213,263,2680.85,17.51,0.4,34084,345,2272.28,23.03,0.4,1885,237,125.69,15.83,0.7,1758,224,117.22,14.94,0.2,5627,242,375.11,16.12,4.4,400121,679,26674.72,45.27,20.4,6015,265,401.00,17.66,0.4,919,220,61.25,14.67,2.0,859,223,57.28,14.86,0.0,-2583,1,-172.227,0.037,5.3,114933,416,7662.17,27.72,0.9,1771,233,118.04,15.57
MI18-L8-B!0!0! 762.0!2019-04-17!13-05-13!15!10!1500!762.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 762.0,762.0,15,19,XRay Tube Generator,1.14E+05,0.2,393,41,26.2,2.8,1.6,10558,114,703.8,7.6,8.7,127825,359,8521.65,23.95,0.7,1345,69,89.7,4.6,4.3,7416,125,494.4,8.4,5.6,4883,214,325.55,14.30,1.2,-902,203,-60.12,13.55,12.4,73765,310,4917.65,20.67,2.4,39415,258,2627.66,17.17,1.0,33203,284,2213.51,18.92,0.4,1993,224,132.88,14.94,0.7,1656,222,110.43,14.81,0.5,5585,243,372.35,16.19,3.6,403767,669,26917.82,44.61,19.3,6231,264,415.41,17.60,0.6,598,221,39.84,14.72,1.6,1081,215,72.09,14.36,5.0,122,107,8.1,7.2,4.3,110638,370,7375.90,24.68,1.4,1909,185,127.28,12.31
MI18-L8-B!0!0! 764.0!2019-04-17!13-05-44!15!10!1500!764.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 764.0,764.0,15,19,XRay Tube Generator,1.15E+05,1.4,398,38,26.5,2.5,2.1,10017,109,667.8,7.3,9.2,133823,366,8921.54,24.42,0.9,1231,65,82.0,4.4,4.5,9692,135,646.1,9.0,5.8,4565,242,304.31,16.15,1.2,-235,312,-15.67,20.78,12.1,71759,308,4783.91,20.53,1.5,34913,250,2327.51,16.64,1.8,32355,344,2156.99,22.94,0.6,1336,237,89.09,15.81,0.6,1420,224,94.69,14.95,0.5,6509,246,433.96,16.40,4.4,406919,685,27127.91,45.64,22.3,6653,268,443.54,17.84,0.6,991,221,66.06,14.74,1.4,977,228,65.13,15.18,0.0,-1219,1,-81.244,0.037,3.9,109617,408,7307.79,27.17,2.2,1815,234,121.02,15.62
MI18-L8-B!0!0! 766.0!2019-04-17!13-06-14!15!10!1500!766.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 766.0,766.0,15,19,XRay Tube Generator,1.17E+05,0.5,342,38,22.8,2.5,2.2,9076,105,605.1,7.0,9.2,129685,361,8645.68,24.06,1.2,1341,68,89.4,4.5,1.7,11397,141,759.8,9.4,4.7,4608,239,307.18,15.96,1.5,49,310,3.27,20.64,15.2,65510,302,4367.33,20.11,1.9,33472,254,2231.48,16.96,0.8,29872,337,1991.45,22.49,0.4,1607,240,107.11,16.01,0.6,1460,241,97.36,16.07,1.1,7276,264,485.06,17.62,3.4,444624,738,29641.59,49.17,18.4,5165,294,344.32,19.62,2.3,-958,249,-63.86,16.59,0.8,136,239,9.09,15.90,3.7,16313,1131,1087.53,75.40,4.7,106780,402,7118.68,26.80,1.1,1268,251,84.52,16.76
MI18-L8-B!0!0! 768.0!2019-04-17!13-06-43!15!10!1500!768.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 768.0,768.0,15,19,XRay Tube Generator,1.09E+05,0.7,325,36,21.7,2.4,1.9,5713,85,380.9,5.7,7.1,98443,315,6562.87,21.03,1.0,1324,66,88.3,4.4,2.3,9856,136,657.1,9.1,0.7,3734,239,248.90,15.96,1.5,1133,308,75.54,20.56,10.4,36498,245,2433.19,16.34,0.8,24224,227,1614.97,15.14,0.6,16217,312,1081.15,20.77,0.5,1169,235,77.96,15.63,0.7,1743,230,116.18,15.32,0.3,6673,253,444.84,16.83,3.8,405086,687,27005.73,45.82,21.3,6797,275,453.10,18.33,0.8,840,228,56.01,15.21,1.9,1304,230,86.96,15.31,0.0,4223,1,281.557,0.037,1.6,105520,400,7034.67,26.66,0.9,1379,228,91.93,15.23
MI18-L8-B!0!0! 770.0!2019-04-17!13-07-13!15!10!1500!770.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 770.0,770.0,15,19,XRay Tube Generator,1.08E+05,0.8,284,36,18.9,2.4,0.3,5488,84,365.9,5.6,7.9,91223,304,6081.56,20.26,1.4,1195,67,79.7,4.5,3.3,7990,129,532.7,8.6,2.8,4053,246,270.21,16.37,1.1,1253,318,83.55,21.17,12.3,33364,240,2224.26,15.97,0.9,23940,227,1596.02,15.16,1.0,14538,312,969.21,20.82,0.3,1189,235,79.25,15.66,1.0,1236,230,82.41,15.36,0.6,7349,256,489.91,17.06,3.6,392567,681,26171.14,45.39,22.5,6440,277,429.32,18.45,0.3,618,231,41.18,15.42,1.4,1214,232,80.95,15.45,0.0,-1406,1,-93.760,0.037,4.7,107619,406,7174.59,27.08,0.8,1684,231,112.24,15.43
MI18-L8-B!0!0! 772.0!2019-04-17!13-07-43!15!10!1500!772.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 772.0,772.0,15,19,XRay Tube Generator,1.12E+05,0.4,321,38,21.4,2.5,1.7,7652,98,510.1,6.5,8.5,113338,338,7555.84,22.53,0.6,1020,65,68.0,4.3,7.1,8615,131,574.3,8.7,3.0,4449,244,296.57,16.26,1.2,1008,315,67.22,21.02,15.8,52067,275,3471.14,18.34,1.9,28641,237,1909.42,15.83,0.7,21572,324,1438.15,21.58,0.3,1649,236,109.93,15.73,1.3,1546,228,103.09,15.23,0.4,7205,253,480.34,16.83,4.7,400425,684,26694.99,45.61,24.0,6526,273,435.07,18.21,0.6,838,228,55.87,15.20,1.2,1079,232,71.94,15.44,0.0,-515,1,-34.360,0.037,4.4,109952,408,7330.10,27.22,0.8,1383,231,92.19,15.42
MI18-L8-B!0!0! 774.0!2019-04-17!13-08-12!15!10!1500!774.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 774.0,774.0,15,19,XRay Tube Generator,1.16E+05,0.4,400,38,26.7,2.6,0.6,8674,102,578.2,6.8,11.0,108206,330,7213.70,22.02,1.1,738,62,49.2,4.1,8.8,8490,131,566.0,8.7,4.7,4028,245,268.52,16.36,2.3,408,317,27.17,21.15,11.6,57843,286,3856.23,19.06,1.3,30520,242,2034.67,16.16,0.9,22541,327,1502.70,21.83,0.7,1148,236,76.50,15.76,0.8,1617,229,107.79,15.24,0.6,8486,255,565.73,17.03,5.1,441933,712,29462.23,47.46,20.2,6414,275,427.57,18.34,0.4,665,226,44.32,15.10,0.5,962,229,64.14,15.25,0.0,-1534,1,-102.237,0.037,5.3,112786,413,7519.05,27.54,0.9,1819,233,121.24,15.55
MI18-L8-B!0!0! 776.0!2019-04-17!13-08-42!15!10!1500!776.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 776.0,776.0,15,19,XRay Tube Generator,1.18E+05,1.2,469,40,31.3,2.6,2.1,10879,113,725.2,7.6,8.2,116941,343,7796.06,22.90,1.1,799,63,53.3,4.2,4.2,7163,126,477.5,8.4,4.4,4674,248,311.62,16.55,2.0,203,320,13.52,21.32,11.9,71005,315,4733.70,20.98,1.4,32262,256,2150.78,17.06,0.1,27518,334,1834.55,22.30,1.1,1210,240,80.65,16.01,0.2,928,241,61.87,16.05,1.7,7897,266,526.44,17.76,4.5,448828,739,29921.84,49.29,19.7,5932,295,395.47,19.70,1.4,-1087,247,-72.44,16.49,1.1,160,237,10.70,15.77,3.4,17057,1254,1137.15,83.57,4.6,115003,418,7666.84,27.86,0.3,1162,251,77.45,16.71
MI18-L8-B!0!0! 778.0!2019-04-17!13-09-12!15!10!1500!778.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 778.0,778.0,15,19,XRay Tube Generator,1.13E+05,0.8,444,39,29.6,2.6,1.2,10761,113,717.4,7.5,9.9,111639,335,7442.59,22.35,0.8,921,62,61.4,4.1,7.9,5972,120,398.2,8.0,5.0,4671,251,311.42,16.74,1.2,-865,319,-57.63,21.28,14.8,79622,323,5308.14,21.55,1.0,34200,251,2280.03,16.74,0.8,33130,347,2208.69,23.13,0.4,1627,239,108.50,15.90,0.4,1974,226,131.62,15.09,0.3,5418,244,361.22,16.24,4.1,381686,668,25445.73,44.52,21.8,5623,266,374.88,17.71,0.3,774,222,51.59,14.80,0.7,1233,223,82.23,14.84,0.0,13148,1,876.524,0.037,6.6,118567,423,7904.45,28.21,1.2,2042,236,136.12,15.74
MI18-L8-B!0!0! 780.0!2019-04-17!13-09-41!15!10!1500!780.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 780.0,780.0,15,19,XRay Tube Generator,1.11E+05,1.1,329,44,22.0,2.9,2.6,10284,119,685.6,7.9,11.4,105536,335,7035.73,22.35,1.5,479,77,31.9,5.1,7.0,4726,127,315.1,8.5,5.7,5147,253,343.10,16.85,1.2,-322,278,-21.47,18.50,13.9,75478,315,5031.89,21.02,1.9,34608,252,2307.19,16.80,1.3,33133,330,2208.86,21.98,0.4,1592,235,106.14,15.68,0.6,1403,224,93.50,14.96,0.8,5969,244,397.93,16.29,3.3,369075,654,24605.03,43.59,17.1,5763,265,384.20,17.64,0.4,489,222,32.60,14.77,0.9,849,220,56.63,14.69,6.8,682,235,45.45,15.67,6.2,119728,415,7981.86,27.65,1.4,2096,222,139.72,14.81
MI18-L8-B!0!0! 782.0!2019-04-17!13-10-11!15!10!1500!782.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 782.0,782.0,15,19,XRay Tube Generator,1.10E+05,0.8,380,39,25.3,2.6,1.4,9430,107,628.6,7.1,7.6,110294,334,7352.92,22.23,0.7,681,62,45.4,4.1,8.9,5177,116,345.2,7.8,4.0,4720,250,314.66,16.69,1.1,-120,318,-7.97,21.17,13.3,66895,301,4459.69,20.06,2.3,33951,249,2263.37,16.59,0.5,30986,342,2065.72,22.83,0.4,1678,238,111.86,15.89,0.8,1196,226,79.72,15.04,0.3,5516,245,367.75,16.31,3.7,371053,660,24736.84,44.03,16.2,6272,266,418.16,17.74,0.6,1070,223,71.35,14.85,1.3,1124,223,74.95,14.86,0.0,-2542,1,-169.440,0.037,4.1,117987,422,7865.78,28.12,1.6,1779,235,118.62,15.65
MI18-L8-B!0!0! 784.0!2019-04-17!13-10-41!15!10!1500!784.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 784.0,784.0,15,19,XRay Tube Generator,1.11E+05,1.1,346,38,23.1,2.6,1.1,9132,105,608.8,7.0,10.9,129608,360,8640.52,24.03,0.7,715,60,47.6,4.0,6.0,6216,120,414.4,8.0,6.3,4821,245,321.37,16.33,1.2,586,314,39.08,20.93,10.0,53859,278,3590.63,18.51,0.6,27295,233,1819.67,15.55,0.8,22762,326,1517.44,21.74,0.5,1058,234,70.54,15.62,0.7,1658,228,110.53,15.19,0.4,6344,249,422.92,16.59,4.8,380867,669,25391.16,44.63,21.6,6141,270,409.39,18.02,0.7,727,226,48.43,15.09,1.7,1176,232,78.39,15.46,0.0,-1569,1,-104.616,0.037,5.9,112784,412,7518.96,27.50,1.6,2082,232,138.77,15.46
MI18-L8-B!0!0! 786.0!2019-04-17!13-11-10!15!10!1500!786.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 786.0,786.0,15,19,XRay Tube Generator,1.05E+05,0.6,393,37,26.2,2.5,0.9,7465,95,497.7,6.3,11.2,122231,350,8148.70,23.32,1.1,759,59,50.6,3.9,3.9,6988,123,465.8,8.2,3.3,4999,210,333.24,13.99,1.8,99,191,6.61,12.76,8.5,41583,254,2772.22,16.91,0.6,24247,226,1616.49,15.07,0.9,17304,238,1153.58,15.88,0.4,1003,215,66.85,14.31,0.8,1681,224,112.10,14.90,1.0,5071,245,338.03,16.31,3.2,323729,612,21581.94,40.78,17.9,5752,267,383.50,17.83,0.3,734,232,48.97,15.45,1.2,1068,221,71.18,14.76,0.0,-1734,1,-115.568,0.037,4.2,115316,367,7687.72,24.49,1.3,1133,164,75.55,10.96
MI18-L8-B!0!0! 788.0!2019-04-17!13-11-42!15!10!1500!788.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 788.0,788.0,15,19,XRay Tube Generator,1.08E+05,0.8,303,37,20.2,2.5,1.0,7235,94,482.3,6.3,8.1,117304,343,7820.26,22.89,0.6,499,58,33.3,3.9,5.9,7558,126,503.9,8.4,4.2,4914,251,327.60,16.74,1.0,-67,317,-4.45,21.13,9.3,44042,260,2936.17,17.36,0.9,25731,231,1715.43,15.40,0.9,19106,320,1273.71,21.37,0.7,1237,235,82.46,15.66,0.5,1222,230,81.47,15.33,0.5,4953,248,330.18,16.55,2.9,349189,649,23279.29,43.26,13.2,5331,271,355.39,18.07,0.5,690,231,46.00,15.43,1.2,1197,234,79.78,15.62,0.0,-583,1,-38.885,0.037,2.8,116681,420,7778.74,28.02,1.4,1575,232,104.99,15.46
MI18-L8-B!0!0! 790.0!2019-04-17!13-12-11!15!10!1500!790.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 790.0,790.0,15,20,XRay Tube Generator,1.24E+05,0.8,482,39,32.2,2.6,1.3,10951,113,730.1,7.5,13.3,125665,355,8377.70,23.67,0.7,720,62,48.0,4.1,6.2,8502,131,566.8,8.8,4.8,4423,248,294.85,16.52,2.6,-520,317,-34.66,21.15,15.4,68690,305,4579.31,20.35,2.3,36879,256,2458.62,17.05,1.1,31988,346,2132.52,23.07,0.6,1418,240,94.54,15.98,0.4,1788,228,119.17,15.20,0.6,7663,252,510.88,16.80,5.7,510756,753,34050.43,50.21,28.7,7394,276,492.91,18.41,0.7,619,221,41.27,14.76,1.6,1017,226,67.82,15.08,0.0,-2873,1,-191.525,0.037,5.4,116641,419,7776.05,27.97,1.7,1847,237,123.11,15.79
MI18-L8-B!0!0! 792.0!2019-04-17!13-12-41!15!10!1500!792.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 792.0,792.0,15,19,XRay Tube Generator,1.19E+05,0.6,393,39,26.2,2.6,2.1,9084,105,605.6,7.0,8.0,97535,315,6502.36,20.97,1.1,704,63,47.0,4.2,5.9,7082,125,472.1,8.3,5.1,5086,254,339.05,16.95,1.7,-589,318,-39.25,21.17,15.0,71350,309,4756.67,20.60,1.2,39433,261,2628.89,17.41,0.4,32994,348,2199.61,23.20,0.8,1793,241,119.50,16.07,0.5,2048,227,136.52,15.14,0.9,6714,248,447.60,16.53,5.5,477021,731,31801.43,48.75,27.2,7496,274,499.75,18.23,0.2,752,220,50.16,14.69,1.4,943,220,62.87,14.67,0.0,-224,1,-14.930,0.037,5.0,117593,423,7839.51,28.21,0.6,1923,238,128.19,15.85
MI18-L8-B!0!0! 794.0!2019-04-17!13-13-13!15!10!1500!794.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 794.0,794.0,15,19,XRay Tube Generator,1.15E+05,0.7,386,37,25.7,2.5,1.0,8553,101,570.2,6.8,11.1,99992,318,6666.12,21.18,0.6,660,60,44.0,4.0,4.4,7684,126,512.3,8.4,5.9,4951,248,330.07,16.53,1.7,7,313,0.44,20.90,16.2,68816,304,4587.74,20.27,2.5,36413,254,2427.51,16.95,1.3,33670,346,2244.67,23.05,0.2,1599,238,106.59,15.84,1.4,2455,226,163.67,15.04,0.4,6343,246,422.88,16.37,4.9,444962,709,29664.10,47.29,22.9,6472,267,431.48,17.83,0.3,960,220,64.03,14.64,0.8,755,219,50.34,14.60,0.0,-1826,1,-121.757,0.037,6.2,112046,413,7469.76,27.52,2.5,1943,234,129.57,15.62
MI18-L8-B!0!0! 796.0!2019-04-17!13-13-42!15!10!1500!796.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 796.0,796.0,15,19,XRay Tube Generator,1.13E+05,0.3,415,38,27.6,2.5,3.1,8928,103,595.2,6.9,9.9,107681,329,7178.74,21.95,1.1,641,60,42.8,4.0,4.2,8786,132,585.7,8.8,4.8,5116,252,341.08,16.83,3.1,-998,315,-66.51,20.98,16.4,63593,296,4239.53,19.74,0.8,33565,248,2237.67,16.50,0.4,27086,333,1805.75,22.19,0.8,1451,236,96.71,15.72,0.4,1335,226,89.01,15.06,0.6,6090,246,405.97,16.41,4.8,416891,692,27792.74,46.14,20.2,6775,270,451.68,17.98,0.7,853,222,56.87,14.83,1.3,1072,225,71.44,14.99,0.0,-2055,1,-136.992,0.037,4.7,115132,419,7675.44,27.95,0.5,1714,232,114.27,15.48
MI18-L8-B!0!0! 798.0!2019-04-17!13-14-14!15!10!1500!798.0!0.0!No-Filter!2.0!6.0!Run1!Rep0!Sett Low.spe, 798.0,798.0,15,19,XRay Tube Generator,1.11E+05,1.0,369,39,24.6,2.6,2.7,10263,111,684.2,7.4,7.5,119679,425,7978.60,28.35,2.2,372,66,24.8,4.4,4.1,8187,129,545.8,8.6,5.7,5578,260,371.89,17.35,3.0,-570,304,-37.99,20.25,8.7,73318,312,4887.84,20.77,2.6,33114,247,2207.63,16.46,1.1,29773,335,1984.83,22.33,0.4,1467,234,97.77,15.63,0.2,1357,224,90.47,14.92,0.6,5622,243,374.83,16.19,4.8,374544,661,24969.58,44.07,19.1,5993,265,399.53,17.67,0.3,634,222,42.28,14.79,1.5,1065,226,70.98,15.04,6.7,1674,179,111.62,11.95,7.0,112882,419,7525.49,27.95,1.6,1879,230,125.29,15.33
